NA19098	NA19101	NA19239
PGS1	RRP9	PPP1R9A
SLC25A36	MCFD2	C1orf198
KBTBD8	SIMC1	HMCES
ARHGAP11B	TBRG1	NPHP1
DLG1	AHSP	CCDC91
SUV420H2	ZDHHC21	OLFM3
RP11-849H4.2	ACO1	TSPAN31
ZNF865	TUBGCP6	ZBTB3
FTSJ3	ODF2	CSMD2
DNASE1	ATP5G3	TMEM258
ZNF337	GPX3	FAHD1
RBM28	EEF1D	DIS3
TAF15	COPS4	RINT1
GMIP	KLHL8	STARD3
FAM126B	PRRC1	C6orf136
FAM127A	RAB35	ZNF559
RAD51B	TOR3A	UBE3C
PJA1	XRCC6BP1	NARF
SENP2	KDM3A	FSD1
ZFYVE26	HNRNPDL	ABCA1
TRAPPC2P1	METTL6	PPT2
FAM133B	POLR3K	ZNRF1
SPTY2D1	C9orf135	RAB11FIP5
SEC16A	MYPOP	HEPH
HCCS	DLGAP4	ARHGEF2
M6PR	BIRC2	SMG7
SRP14	KIF2C	COA3
HDHD1	NFASC	RNMTL1
MAVS	GXYLT1	BCL7A
RNF157	KIAA0430	WRNIP1
TMEM42	ELMO2	NRG4
SOX12	SENP3	DPPA3
APOPT1	NUMA1	CALCB
AKIRIN2	GPANK1	GTF3C5
RNF170	ZCCHC14	KDM4B
LRRC37B	TBL2	ACOX1
TUBB6	CCRN4L	IAH1
ATP6AP2	LRAT	FAM19A5
TRIM11	CDH11	SAMD8
TMEM50B	TJAP1	FAM101B
RRP7A	SEPSECS	ARID4A
NLRP1	NMRAL1	C17orf80
AGPAT5	DNASE2	CALCOCO2
EXOC4	HSPA14	MCF2L
LBR	ARFGAP2	ZBTB8B
ZNF644	HMGN2	CRABP2
LRP6	FBXL12	INTS4
GPKOW	MTDH	DIEXF
FANCM	HUS1	HGS
MXRA7	ARSK	METTL6
HEATR6	OLFML3	RPN1
FST	MYLIP	SLC25A23
TK1	IFITM2	KIAA1551
RFNG	RALGAPB	DDX31
EDNRB	DDX42	BOLA2B
ZBTB37	MAP2K3	CBY1
SPG7	GLTP	SLC9A7
GDPD1	KIAA0196	F11R
ZDHHC13	ECHDC3	ZNF678
TES	PNPLA8	REXO4
EPHX3	PCNXL4	ZNF208
FAM83D	NAA20	PCGF2
ZNF783	EIF3I	LMO3
SLC35C2	SNAPC1	ITPRIP
NAGPA	ID4	ZSCAN2
EXOSC2	TPST1	GLTSCR1L
ADCY5	PLAUR	SGOL2
TRMT13	DNAJB5	EIF2S2
YES1	NFATC4	EPS15L1
CHEK2	SART1	PANX1
CRABP1	GOLGA2	PRKCQ
MATN2	RPS28	DDX26B
RPL35	URB2	TPRG1L
CAPG	PIP5K1A	PRPF39
ZSCAN10	CDCA5	GABRA5
PRKAG1	STON2	ABCC10
ENY2	GLYR1	ZNF197
COL9A1	REEP2	CACNG7
FGF13	CAPN7	ZNF681
TAF1B	SPRY4	ACO1
PRR3	ATAD3B	MAP4K3
GPAA1	SH3BP1	BTAF1
GARNL3	C11orf80	SPRY2
WDR70	LIN9	B3GNTL1
CCNA2	ZBTB18	TOP1MT
ACADVL	RNH1	MTHFD2L
ZBTB8A	GAS8	EIF4A2
MSANTD3	RYBP	MMACHC
ARFGEF1	TTYH2	MIER3
PTPRZ1	TRIM22	RPL17
HEATR5B	LSAMP	XIAP
FDFT1	PPIG	FAM120C
ITSN2	GNB5	RTCA
MGME1	ST14	GRIP1
SIRT6	HS6ST1	LPAR2
ZFP14	SAMHD1	PIBF1
WSB2	ANKFY1	MFAP2
NUP50	HSPA8	ATPIF1
FAM159B	PIP5K1C	RAD54B
USP3	DENND5A	POLR2E
LYRM1	PALD1	EPN2
TMEM59L	GNAS	ATP6V0E1
NYAP1	CDC40	CEP68
WWP1	PEX3	ATG2A
SLFN5	MRPS36	RAB11FIP2
PMVK	CALM2	MRPL10
TOMM7	ARHGAP22	ZNF507
RBL1	C19orf54	EGLN2
AARSD1	KIF18B	NBPF20
UBAC1	CAV1	IBTK
CDK18	SEMA6B	HCFC1R1
KLHDC4	INA	TUBGCP4
TMEM131	RAP1GDS1	INPP4A
PLSCR1	CCDC66	USP24
CCDC88C	PTN	CCT6A
WDR20	NDUFA1	ITM2A
NECAP2	CPSF3	BCL2L12
TMEM38B	M6PR	CTCF
RNASEH2B	TESK2	DDX23
RAB11FIP1	PCMT1	RNF2
CELSR1	NSUN6	MAGED2
AKT3	AZI1	SLC25A5
PITPNM1	ZNF654	MOSPD3
VPS53	WIF1	LBR
UBR1	NSMAF	ZNF326
ZBED1	YIPF4	TERT
TRAPPC4	ZNF574	PPIF
BIRC2	FUCA2	PIGM
PPP1R37	PPP4C	H3F3A
GOLT1B	NDUFB4	SRBD1
TELO2	NUP85	RAB10
HINT3	R3HDM4	ANKH
DHRS3	ABCC10	CELF1
PRELID1	UAP1	MUL1
NEDD8	AP1S2	EDEM1
TRNP1	SUCO	MSH3
DPM2	PODXL	DHX15
PUM1	TOMM34	PIGO
MED8	MFSD1	FAM49B
HSPA5	KIAA1217	NBN
MYO1D	KHDC1	GLTSCR2
PANK1	SMARCB1	IRF2
TWISTNB	SREBF1	SLC27A2
TTLL7	TMEM60	SAMD1
FAM21B	ZNF513	FKBP14
MKNK1	TIMELESS	ATPAF1
PRKRIP1	PGAP2	PGS1
SRSF1	SNRPF	KANSL3
TMEM135	GEMIN7	XPO6
RPL15	PGK1	NUP54
RYR2	KAT6A	POLA1
ZNF532	TRA2B	TTC9
PGPEP1	FBXL3	BCAS4
STX2	TEX264	C19orf24
LMBRD2	AKR1A1	TUBB2B
PLA2G7	FAM21A	MPND
NBR1	UXT	BTBD1
ACAP1	PRPF31	UBAC1
CLCN2	KIAA0368	RAB3D
IGFBP6	PATZ1	TIAM2
SLC25A43	CCNG1	SFR1
KATNBL1	ZBTB7A	SETDB1
GLTSCR1	SLC7A5	VCL
RP11-302B13.5	DIS3L2	CHPF
CYYR1	NDUFAF2	USP3
ARNT	SEC23B	PLK2
FEM1A	PDGFRL	PCNT
NRBF2	IPMK	UBE2E2
DDX11	GPN1	HAUS1
ZDHHC15	JMJD1C	ZBED1
POLR2I	WBP1L	RTF1
RBBP7	ATPIF1	UBAP1
MARVELD1	DPH3	PSENEN
CISD1	TNFAIP1	CERS1
SERF1A	C6orf203	UBE2Z
OSBPL11	BSDC1	TSTA3
BCKDK	KIAA0101	DDX54
TRAF2	ANGEL2	TTPAL
APOBEC3D	POU2F3	CDK2AP1
FAM69B	SENP6	ARF3
ECI1	NCOA5	TNNC1
VPRBP	TSTA3	FAM210A
HDAC11	DSCR3	CMTR1
BNIP1	LRRFIP1	ANKRD13B
BCDIN3D	CHMP7	MTO1
GDAP1	DCAF16	KIAA0907
MED30	BARD1	LRRTM4
MED15	LRIG1	CEP170
LSMD1	PHKA2	ABHD16A
WDHD1	ZNF793	PILRB
TTN	TBC1D24	SLC35F2
EIF4EBP2	GGCX	FKBP8
DCP1B	EDEM3	ZMYM6
SORT1	CERK	PLK4
TESC	TMEM242	RPL6
AP1G1	ZNF576	RBM18
OGDHL	AGPAT4	MRPL39
THBS4	BMP2	PRDX6
OLA1	RPAP2	TRAFD1
HDGFRP3	MLST8	DUSP2
HUS1	NAT14	BTN2A2
PTOV1	RAB6A	GINS4
ECE1	CHORDC1	IFNGR1
UBFD1	GNL3	TIMMDC1
NCDN	BAIAP2	CCNB1IP1
MBD3	CXADR	PITPNM1
FUNDC1	ADRM1	TRAPPC5
SIK3	ALG14	UBE2D4
SPTAN1	HMGB3	C1D
SMEK1	PITHD1	TCEANC2
CBWD6	SNW1	GPATCH8
DDB1	CLPTM1L	KIAA1033
EXOSC6	NR1D2	SETDB2
MARS	STMN1	ZNF83
TMEM161B	PCSK9	KLHDC7A
SELK	KCTD7	GPR160
GALNT14	PLA2G7	PKN1
PREX2	LGMN	PHC1
WDR46	TOB1	POLR3F
TMEM201	ZNF681	WNK2
MTMR6	KIF26A	NSRP1
NDUFC2	FAM83H	LSM11
SNX13	CCT2	TUBB6
RRM2B	UBR5	ZNF740
CNP	CELF4	RPSAP58
ARL4D	ELP6	CRLF3
STK19	PTPN6	RBM11
VCP	PABPC4	ARPC1B
LIMD2	NUP93	GALE
IGLON5	BAIAP2L1	WWP2
SYT13	NARF	RPS4Y1
TEX15	TMEM245	IGLON5
EPHA7	SCARB2	MOCS3
ROBO3	ZNF71	ABHD12
PABPC4	GM2A	SUPT6H
BLOC1S4	WDR19	CHCHD4
C4orf33	PGP	CCDC64
ESD	CLTB	OBSL1
EP400NL	AJUBA	SMEK2
MDFIC	CDC25A	GTPBP6
VAC14	POLA2	CLSPN
DEF8	EHD4	ZMYM2
FPGS	ARMCX3	NSUN6
C2orf47	GALNS	CNN2
POLM	ETHE1	WWP1
WRNIP1	SREBF2	CRYAB
SMEK2	ADNP2	LRRC58
HMGB3	NSMCE2	ZNF134
NSA2	C12orf65	UTP18
SMTN	FHDC1	LGALS3
ROCK2	KLHL4	ULK1
ZNF18	RPA1	DTWD1
PLEKHG4B	C8orf88	GOLT1A
MCU	FARSA	PPP3R1
RASSF8	KHDRBS2	FAM35A
TCF3	SNX6	HAUS4
RASSF1	RPL36AL	EIF3J
LY6E	CYB5R3	METTL10
HSP90B1	ERAL1	CLTA
CASP10	ZNF558	LASP1
GLRX2	TIAM2	FAM129B
ALKBH3	MYBBP1A	PEX3
SYNE4	APLP1	PLA2G15
CBFB	PSMB3	THEMIS2
MTRNR2L12	EBPL	PCTP
DNMT3B	RERE	SMARCA1
SP4	MRPL28	POC1A
C6orf203	MCPH1	CCNL1
DCAF13	PCLO	C21orf91
PHACTR4	SKA1	C9orf89
TTC12	ERCC8	KTI12
IFT80	GALC	ZSWIM4
MAP3K13	PYCR2	RPL4
KRT7	HSF2	RNF219
MED4	HINFP	HOMEZ
MAU2	STK3	STX5
NMRK1	XPO7	DIP2B
KIF2C	RASSF1	SMUG1
TSEN54	ILF2	GALNT6
AL627309.1	PLEKHG4B	ASH2L
SAR1A	RASL10B	TFAP4
ESPL1	VPS54	ANKEF1
ABCA1	LGALS3BP	ESRP2
PCNP	SCFD1	AGL
BTBD10	NUDT12	PON2
DNAJC30	PSMA3	RAB12
CARS2	SENP2	YIPF3
NEO1	URGCP	NUPL2
FAM208A	KHDRBS3	TCF25
RPL13A	LMAN2	MED12
UTP23	MRPS14	FBXW5
TPRN	TPRKB	CPEB4
ASGR1	FAM53C	BCL11A
CROT	KIF5C	STK39
FZD6	TAF2	G2E3
CTDSPL2	MPP6	ZNF555
RAB14	USP5	SYT7
TSG101	RALY	ZDHHC2
RUNX1T1	TMEM14A	HIST2H2AC
LGMN	RP11-302B13.5	NUDT3
NUDT16	GNA11	ZNF813
IRAK1	TEK	ENTPD6
PCGF3	DNAJB1	CTDSPL
DCX	GOT2	RECK
NDUFS5	MARCH7	FKBP1C
ASRGL1	PIN4	DGCR8
NTHL1	TMEM170B	ATF3
SNX17	PSMD5	DHDDS
GREB1	C4orf21	CDC25B
CCDC14	ZNF675	GTF2H1
LNPEP	PPME1	MTL5
ARL15	HIF3A	ADAL
MTX2	MRPS5	P2RX5
HNRNPUL1	PRPF6	WDR55
SPATA6	FEM1C	BBC3
SWI5	BCL10	ZDHHC6
NBEAL1	NAT9	PDLIM5
NRARP	POLDIP2	MDM1
GABRA5	SLC6A15	ZBED3
SLC9A6	PRPF3	ELF3
FGGY	SIAH2	PROM1
MPHOSPH6	GNG11	RER1
RNPS1	PYCR1	SPATA24
TAF12	GRIK5	RNF34
GTF2H5	TMX2	RXRB
EZH2	B3GALTL	DBR1
MAN2A1	DDX21	PALD1
PSMF1	KSR1	URGCP
ST6GAL1	WDR24	CTNNA1
NYNRIN	ZNF587B	RUFY1
ARHGEF19	UBE4B	IARS
MYO9A	TMEM200C	SRRD
MKI67	RRP12	RGL2
SF3B2	AKAP12	VAT1L
DNAJB2	CXCL12	VWDE
PRKCA	POMP	HK2
GRSF1	BRCC3	FANCL
KCND2	DDX51	NEK3
FHOD1	SGCB	SRRM2
C16orf54	BOK	MRE11A
PCM1	KCNQ2	CCDC6
TSPAN13	INO80C	ST7
TMEM57	RRP15	PNPLA3
AFAP1	CCDC125	GIPC1
SPHK2	USP42	METTL18
TSC22D3	PPP1R35	MED1
STEAP3	SLC35E2B	MRPL3
CETN2	SMDT1	DNAJC18
LRRC1	MIPOL1	SNRPE
KPNA5	DGKZ	SLC25A30
HSPA14	BCL2L2	CCM2
ITGAE	UBN2	ZNF613
DHX37	TMEM67	FUT11
PPIE	FMO1	TMUB1
GOSR1	EXOC6B	MAOA
PHYH	CRY1	CYCS
RPSAP58	FASTKD5	ALS2
RRNAD1	PARK7	IGF2BP2
PGAP2	DTD1	IQGAP2
CAMLG	WDR76	DICER1
ENTPD6	DIRC2	BPTF
FIP1L1	PEBP1	APBA2
ADAT1	AKAP1	CDC16
BAG2	GJA1	ZMYM5
ZBTB24	FAM213B	IRAK1
AR	ZNF181	SUMO1
TRAM2	CDC42EP3	SDC4
CCNL1	CTU2	TNKS2
CIC	SCML2	UTRN
ORC5	PGRMC2	SPPL3
DIAPH3	LPCAT1	EPHX3
CCNB1IP1	TYW1	TRPT1
APOL2	ZNF689	MARC1
FAM72B	RIPK1	GPX4
DNPEP	MTFR1	INTS2
RRP8	H3F3B	ZC3H6
FLCN	ARID3B	MRPS30
C11orf48	GEMIN8	FGF11
N4BP3	ANO10	SLC22A23
SMCHD1	SNRPB	NASP
RPGR	CREBZF	RPP25
ZNF561	ZNF670	MRFAP1
C8orf82	ZNF836	CCT7
MLXIP	RPAP1	SERTAD2
ZNF431	POP1	TMEM33
DNASE2	ZNF746	PCBP1
CDK9	CRYZL1	STK24
PGAM1	METTL15	ELMOD2
RASGRP2	GRTP1	HSD17B1
NDRG4	ATRX	YOD1
NDUFAF7	PPARD	MANF
FANCE	RPS6KB1	HMGA1
SDC2	CCDC12	MAU2
FRY	NCEH1	RBM41
A1BG	XAB2	DNM1
CXorf23	NPIPA7	GLIS2
SLC35D2	ZNF710	CBR1
SLC22A23	CETN3	NIPSNAP3A
TUSC3	CEP120	ZNF770
CENPV	TAF13	UBXN1
SCN9A	NUP214	DBNDD2
GTF2H3	CSRP1	ACOX3
VPS72	NLRP1	SMAD2
CA11	MED31	PCNXL3
KPNA4	GPX7	BRIP1
ZMAT2	PSMG3	GTPBP2
PSMD8	TMEM186	KIAA1549
RAB23	HMGXB4	MARK4
WNK3	ZCCHC4	TMEM133
MIER1	ZNF414	SUFU
SCARB1	C17orf85	PRMT5
THAP5	PARD6B	ZSCAN9
CALN1	ZNF628	CLN5
LAMC1	POLD4	MTFP1
TAF4	MRPL38	C12orf5
MAT2B	APBA2	WSB2
CAPZA2	PLAT	TGDS
SLCO3A1	COX10	PTPLB
DHCR7	TAP2	OGDHL
GNG10	PPIL2	NRBP1
EZH1	SERPINE1	KBTBD8
FRYL	IFT43	USP48
INO80	KIAA1147	NAMPTL
SSX2IP	LONP1	MRPL15
AAAS	PACS2	TMEM186
PPWD1	LMAN1	SNF8
PPP6C	IFIT1	VAMP7
MRPL14	ARFGEF1	ATAT1
USP11	KIAA1430	MRPS18B
POLR1B	KIAA0232	THAP4
MRGBP	CRIPT	EPHX2
SNTB1	CLEC11A	ASPHD1
AC009403.2	BRE	VANGL1
HELLS	TM4SF1	MICA
CACFD1	KIAA2026	MAT2B
NCKAP5L	RAB11FIP1	PNRC1
RAD18	STK32C	SMIM19
ADH5	SYNCRIP	CDKL5
TMEM158	PHKG2	ASUN
VASH2	PTPRA	ZNF35
TMEM101	RAD51C	TMEM134
PSMD13	PSMD3	C5orf24
CYB5D2	TRIP4	TBC1D32
CLHC1	PARVB	SWSAP1
CDC14B	AVL9	DIAPH2
MED13	NDUFB2	ACVR2A
LAMTOR2	METTL1	ALYREF
KDM3B	ZNF318	THAP6
MKLN1	PRNP	CA14
IMPACT	FAM110C	HNRNPR
SMU1	KLC4	SLC38A4
VTA1	ZNF430	CAMLG
PACRGL	ZNHIT1	RPS13
GPRC5B	MYO1C	SGMS1
CDK16	ZMYM2	EIF3C
ZSCAN30	B4GALT3	ICMT
LIMK1	PGLS	TMEM8A
FAN1	BNIP2	VAMP8
GNPAT	VOPP1	EIF3G
XRCC4	SLC12A4	MSL3
SYNGR3	PROCA1	NADSYN1
GOLGA6L20	STRAP	PLCB2
LMAN2	TNS3	LACTB
MTURN	GINS1	DST
ERCC3	FANCG	EIF2B3
FERMT2	LAPTM4A	NMNAT2
EXOSC9	KIAA2018	NBPF14
UBAP2L	DCAF8	GPC1
TMEM192	NPHP3	PLCD3
FAM98A	ATP8B2	TCEAL5
NDUFS4	DMPK	DMWD
TRMT2A	MLH1	ZNF416
TUBA1A	HSBP1	NUP210
ELP2	SOX12	RPP25L
POTEG	MRPL43	ZNF625
ZNF281	HOOK1	METTL25
TMX1	LRRC34	MEGF8
TAGLN2	ZNF263	ZNF136
SDF4	MRPL54	TOR1A
HINFP	KAT7	UBXN6
CCDC124	TMEM231	C12orf4
EGR1	ZNF592	CENPE
PIK3CA	SOX9	KTN1
MT1F	EIF4A2	SH3YL1
COG3	GRAMD3	SIAH1
E2F4	GDF3	RPL13
ATP11A	SMARCD2	ASAP2
NUBP1	MKKS	ZFHX4
LRIF1	WWC1	PRCP
PDPK1	CCDC181	METTL3
MCM3	ASH2L	CSTF2
MAN1A2	AP1AR	ARPP19
YKT6	KLHDC3	FBXO42
AP1S2	NR1H3	LRRC45
SLC27A2	RAE1	EML4
THAP7	LRPAP1	TSPYL4
FRAS1	INPP5E	NAPG
HECTD2	DHRS3	ANP32A
GMCL1	DMWD	ZNF626
VPS4A	C3orf52	HMBS
EAPP	KAT5	NRM
ARFGEF2	SETDB1	AKIP1
DENND4B	PAPSS2	PTGES2
RPL23	TIPRL	CSRP2BP
LRP12	CNOT10	KLHL8
CMC2	ZSCAN9	MTX1
TMEM177	ADPRHL2	PSMC1
C14orf2	DIMT1	PICK1
C7orf73	ECT2	FAM72C
ZNF622	OGDH	CD55
NDUFA9	SAMM50	NSUN2
SART3	PRIMPOL	RPL13A
HIP1	AKAP9	DENND1B
UVRAG	C19orf60	MAML1
FAM135A	RBM41	IPO11
STRIP1	ZBTB34	ARHGAP35
RYR1	FAM189A2	PROCA1
CLP1	GYG2	SMAP1
MRPS22	LRRC14	USP25
FBXW11	SNRNP48	BBS2
ZNF830	C9orf37	ABCC4
HM13	XRN2	ASCC1
SNX12	ABL2	TMEM170B
STAM	MMP25	SLC35D1
RHPN2	RBL1	ZNRF2
MRPS2	WEE1	PRPF19
ZDHHC16	XBP1	SUPT20H
BIN1	PTPN23	NDUFA1
FAM227A	CTDP1	TBCE
AADAT	CEP41	ZNF235
HIST1H4E	MRPS25	EZH1
CDK6	FGFBP3	PDCD5
AC010642.1	SALL4	DCLRE1A
ZNF510	SEC16A	HSPA4
BCAP29	ZNF273	BCAT1
TP53I11	PCOLCE2	TUSC2
ASCC2	MAP3K4	SERINC2
EIF2AK4	LSM6	DKK3
MED20	EXOSC6	MED14
AK3	TPP2	RABL2B
WAPAL	ARL15	SCNN1A
SUPT3H	FZD5	GEMIN8
ACBD3	CCNB1IP1	RBMX
TAX1BP1	ZNF215	NPRL2
GAL	SETD3	TRAF3
CSMD2	PAQR5	ZBTB10
SLC35F5	DDX54	SSBP1
FANCL	SBF2	MIF4GD
EFTUD2	MATN2	NFXL1
ZNF480	TRAPPC6A	SDHD
SLC2A14	SCG5	JPH4
CDK5RAP1	RNF141	TAP2
PDE3B	GRPEL2	SNAPIN
CSTF3	TRIAP1	ARHGEF40
PPP2R1B	SGOL1	COX7A2L
DDX19B	RNF157	HDX
DNAJC3	CARKD	ASMTL
RNASET2	ANKRD36C	ARNT2
TMEM53	ACSF3	CEP95
BMP2K	SNRNP27	TGFBI
LIN52	POLR3E	SUPT16H
PLBD1	TNK2	KBTBD6
BAMBI	RTN4IP1	RBBP5
SERF1B	MTIF3	VKORC1
EPHB2	ZFAND4	DEPDC4
MICAL3	KIAA1671	EPCAM
MLLT10	VGLL3	THOC3
HSCB	CCDC90B	SIL1
VPS13C	POLD2	INA
RBMS1	EIF4A3	AIFM1
SKIV2L	MPDU1	SALL1
YIPF4	C12orf44	CHMP2B
TMEM14A	RNF41	CSTF3
SLC4A8	INIP	C19orf40
MAP3K7	ABCF2	MAK16
VWA8	PUS7L	DNMT3B
SAMD12	POLR3F	BRMS1
CKS1B	HIVEP1	CLU
FAM185A	HLA-G	VIM
RABL2B	ALKBH8	THEM4
POC1A	SLC43A3	EXOSC6
SPATA7	ACTR3	TRIM71
MXD4	DTNBP1	UBE2E3
TRAF6	UTP11L	ODC1
CENPBD1	TINF2	FAM207A
CUTC	BICD1	MRPL9
SEMG1	USP16	PRIM1
GPC1	ARL16	CTSV
RBM15	MTMR12	PI4KA
C7orf49	ETV3	JTB
HSPA4	AKT1	PISD
ZNF800	ANKH	RTKN2
TESK2	CEP57	RNPS1
TBC1D4	LAPTM4B	RRBP1
ZNF675	ARV1	COX6A1P2
ZNF33B	NOM1	TCF7L1
MPST	TRIM26	ERICH1
ST20	TMA7	COA6
C19orf77	NDUFS1	RBFA
HPRT1	KIF20B	CHRDL1
VRK2	CAPZB	TPD52L2
LYRM2	FAM122A	CEP104
NFYC	LHPP	SERPINB6
HADH	WWP1	PGRMC2
FAM188A	LSM3	TMEM116
QTRTD1	CPSF2	RBM38
CCDC173	CLUH	C19orf81
C15orf57	PML	UXS1
ANK3	DDRGK1	PHYH
AGL	SPP1	AARS2
DYNLL2	ST7L	MMP24
FCHSD1	KDM2A	IDO1
ALG8	NIT1	TNFRSF12A
EP300	COL9A1	RUVBL2
TMEM59	MOCOS	GJC1
ZNF184	APAF1	RCAN3
INTS12	ROCK1	CREB3L2
PLEKHA4	MNT	C4orf46
BRIX1	HIST1H4J	EIF4A1
NECAB1	ZNF407	ZNF827
GABARAP	CTNND1	NAP1L4
FOPNL	NRBF2	PPAP2B
CTSD	EGFR	TMUB2
UFL1	KIAA1919	PRPF4
METTL6	WRB	ZNF738
C1orf123	ELOVL6	C16orf45
CHDH	RP11-347C12.1	ARMC6
ATCAY	PRR4	ASB1
MAP1LC3B	SLC39A14	PRICKLE1
ZNF215	ZDHHC8	PRADC1
CTNNA2	FBXL5	ENO3
CAMK2G	SLC19A2	MKL2
TUBGCP3	CBWD5	CNEP1R1
LRAT	ZNF649	MTSS1
RPAP1	SLC39A8	ITGAE
NEXN	CNOT7	SSBP4
DYNLT3	HM13	CKAP4
ZNF101	PLS3	SLC26A11
PARP14	SLBP	HIAT1
IVD	TARSL2	NAA10
L3MBTL1	PPAP2B	GPATCH11
XAB2	TUSC2	OSER1
SYNJ2	UNK	UPF1
RWDD3	TRIM21	TFDP1
BCS1L	NCOA2	TMEM18
PRR4	GPC2	HMGN5
RNF130	EML1	MIS12
RPL21	TCEAL5	ZDHHC3
COL2A1	ZC3H10	SKI
NUCB2	GEMIN4	CPNE1
PPM1J	PCTP	HRSP12
VEGFB	LAMB1	CSRNP3
MRPS5	HIST2H2AC	ZNF568
ATG7	IK	NPDC1
MAGI3	MTA3	USP14
TMEM260	ATF7	MYCBP
NDUFB10	RRN3	YARS2
RAE1	RAB17	FOPNL
SLAIN2	TSC1	C3orf58
SNRNP25	TMEM201	PPAPDC2
SBNO2	ZMYM6	INO80C
PIP4K2C	THNSL1	ETS2
MRPS25	CENPE	ZNF726
SSB	HDAC3	PFN1
DCK	DTL	KLF16
OBSL1	NDUFB9	B4GALT7
MRPL36	UBE4A	KDM4C
BCL2L11	NELFE	EMC4
FAM86A	IRF2	AKR1C3
PDP1	THYN1	ARL4D
RFWD3	DIS3	CBWD2
TAMM41	DGCR8	PLAU
GATAD2B	LCMT1	ZXDB
TMEM164	MPI	ST6GALNAC4
CTR9	ANKRD32	TMEM14B
TRO	COX7B	RNF125
KNOP1	FBXO27	CCDC23
RFT1	TMEM80	EBPL
ZNF275	TM9SF3	PSMB6
NDUFA13	CYP20A1	IPP
RASL11B	NOC2L	IMMT
COX7B	MRPS34	AMMECR1
RNF167	CCDC115	ZNF195
PIK3R1	VRK2	TBC1D10A
MBTPS1	FAM69B	THOC7
CHMP2B	FBLN1	SLC35A2
PHTF2	FBXO17	ZNF266
ACTA1	FRG1B	MUM1
PAF1	EIF5A	APLP2
SHISA5	ALKBH3	BLVRA
GPR137C	SACM1L	ETV1
SETD1A	CEP135	COPA
RAB3C	CCNC	PCDH1
MIEF1	PIGN	BMP2
TP53	THAP5	LANCL1
GTF3A	TOB2	KPTN
C7orf26	KIF3C	TCEA2
MTG2	OSGEPL1	PPP4C
LGALS3	NAA40	SLC12A8
HIST1H2BK	ATXN10	FOXA3
CHST4	KCMF1	CCDC77
ARFIP2	NEFM	CENPI
ATG4C	GPATCH11	CCDC14
NRD1	RANBP6	EEF2K
PRMT7	ZNF684	ALKBH8
MRPL45	PTPN12	TSPAN18
CAPN2	ITLN2	FAM20C
ZNF143	MAP1LC3B	ENOX2
IGFBP4	DGKD	RTN4IP1
DNAJC9	ZNF627	NDUFS8
TMEM50A	ZNF66	COL4A6
NBPF8	PLOD3	MT2A
CENPP	ZNF189	NAT9
TGS1	POLR2M	VAPB
ZNF66	ZNF708	ARV1
TTC3	PPP2R1A	FOXP1
SSU72	CCNJ	FUCA1
STXBP4	RSRC1	MXI1
SERPINA5	DOK5	C19orf48
ATP9A	NEURL1B	AUNIP
DSP	BLOC1S6	CTPS1
PLCL2	NRP2	ARL8B
ZDHHC2	UBA5	MAP1S
ZNF329	SLC25A44	ORMDL2
IL17RA	POTEJ	TOMM40
KDM2B	GLT8D1	EIF5A
RHOQ	POLE2	CCDC157
RAP1A	MTMR7	ZBTB17
DIDO1	ITPA	POLR3C
ABHD4	SNRPE	PLEKHA6
CEP72	TMEM161B	ZFR
CDH2	ITPR1	PER3
KIAA0101	ZNF138	PSMB9
C4orf48	CLNS1A	ARFGAP1
YRDC	FUNDC1	LMBRD2
CDC27	PRKAR1A	MGAT4C
ZIC2	CDC16	CDPF1
ELL	RANBP10	DDX39B
ZNF423	HSPBP1	FAM134A
MAPK10	GOLGA6L20	FUBP3
COL6A1	CPEB4	GALC
DGKD	TEAD3	CDA
TMEM189	IPP	KATNB1
USP49	CREB3	CRTAP
ADCY2	ZNF493	CAPN1
OCLN	FGFR1OP	RECQL4
TMTC3	POT1	AKAP11
ZNF627	ANXA4	ZFAND3
GEMIN7	MRP63	PARN
TNFRSF11A	HEATR3	RNF20
FBXO33	DUSP16	THRAP3
PPAP2C	ZNRD1	MRPL38
RUFY2	SLC30A6	HMOX1
CPNE1	TCEB2	EEPD1
MRPL9	SNX11	CHST15
ADPRM	FAM126B	H3F3B
TSPYL4	DDX52	MAP3K1
TUSC2	WSB1	TSC1
EXOSC1	RALB	ANKRD10
DNAJC24	C11orf70	TSSC1
TRABD	SASH1	ZNF594
SAMD4B	USP9Y	APIP
ZNF394	ALDH4A1	TRAPPC3
SCCPDH	IMP3	KIF18B
ENOSF1	PGPEP1	KANK1
ZNF236	EIF3K	PCNX
LRRC2	FADS2	NUP62
ZNF629	ADAMTS8	METTL2A
RABL6	GPAA1	PARD3
XRCC6BP1	ZNF623	SNX11
ELK1	C4orf36	RBBP8
CIT	CRADD	KLF7
CKAP4	AC024940.1	RFESD
PMAIP1	ATP6V1B2	PPFIA3
DECR1	TRIT1	CDR2L
AP2M1	NCK1	STK38
PRX	VEZT	TRIM65
SEC61B	C15orf27	COMT
AGO2	PLEKHA8	PNKP
ATP8B2	TMED5	APEX1
PHF19	C1orf27	E2F3
GNB2L1	RAB28	KIAA0226
ZNF235	LYSMD4	NKAP
USP53	RTN4RL2	NUP214
RGS3	EIF4G1	RPL27A
FSCN1	KRR1	RARG
NKAP	CCDC59	MCOLN1
CAMKK2	PAICS	AP3M1
